geo,TIME_PERIOD,rail_f_total_Nat&INT_mio_tkm,rail_length_km,rail_modal_share_pc,total_tkm,TRN_FUL,WAG_FUL,NST01_Agriculture,NST02_Mining,NST03_MetalOres,NST04_FoodProducts,NST05_Textiles,NST06_Wood,NST07_Coke_Petroleum,NST08_Chemicals,NST09_NonMetallicMinerals,NST10_Metals,NST11_Machinery,NST12_TransportEquipment,NST13_Furniture,NST14_SecondaryRawMaterials,NST15_Waste,NST16_Mail,NST17_Equipment,NST18_HouseholdGoods,NST19_EmptyContainers,NST20_OtherGoods
LV,2022,21305.0,1864.9,53.2,,,,1038.0,1955.0,745.0,1043.0,6.0,340.0,1159.0,652.0,107.0,285.0,17.0,29.0,5.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
LV,2023,15446.0,1830.9,44.0,,,,1660.0,651.0,659.0,890.0,6.0,112.0,596.0,323.0,24.0,228.0,8.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
LV,2024,11095.0,,,,,,1499.0,26.0,323.0,734.0,5.0,112.0,453.0,255.0,15.0,62.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
NL,2008,40569.0,2888.0,6.7,,,,9.0,1229.0,1421.0,35.0,0.0,153.0,57.0,433.0,101.0,327.0,7.0,101.0,0.0,148.0,0.0,207.0,1.0,9.0,2746.0,0.0
NL,2009,33594.0,2896.0,6.0,,,,98.0,1108.0,894.0,14.0,0.0,119.0,44.0,430.0,76.0,244.0,5.0,93.0,0.0,93.0,0.0,148.0,3.0,10.0,2200.0,0.0
NL,2010,35536.0,3013.0,5.8,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,1873.0,0.0
NL,2011,39174.0,3013.0,6.3,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,1717.0,0.0
NL,2012,37627.0,3013.0,6.2,,,,17.0,1647.0,1102.0,5.0,0.0,144.0,61.0,387.0,148.0,296.0,3.0,135.0,0.0,45.0,0.0,145.0,4.0,11.0,1991.0,0.0
NL,2013,38927.0,3013.0,5.8,,,,31.0,1652.0,1065.0,30.0,0.0,88.0,104.0,391.0,92.0,352.0,2.0,127.0,0.0,65.0,0.0,69.0,4.0,13.0,1991.0,0.0
NL,2014,39367.0,3032.0,5.8,,,,35.0,1548.0,1118.0,13.0,0.0,131.0,68.0,390.0,101.0,376.0,2.0,101.0,0.0,49.0,0.0,82.0,6.0,16.0,2133.0,0.0
NL,2015,41721.0,3031.0,6.2,,,,58.0,1360.0,1179.0,48.0,0.0,172.0,119.0,488.0,122.0,412.0,2.0,192.0,0.0,36.0,0.0,95.0,5.0,20.0,2239.0,0.0
NL,2016,42615.0,3058.0,6.1,,,,35.0,1438.0,1101.0,13.0,0.0,187.0,124.0,508.0,100.0,465.0,2.0,107.0,0.0,14.0,0.0,101.0,5.0,16.0,2426.0,0.0
NL,2017,42079.0,3055.0,6.1,,,,13.0,1094.0,1128.0,12.0,0.0,120.0,125.0,552.0,128.0,470.0,2.0,455.0,0.0,11.0,0.0,92.0,5.0,5.0,2471.0,0.0
NL,2018,41834.0,3040.0,6.5,,,,8.0,1007.0,1134.0,21.0,0.0,116.0,141.0,351.0,140.0,548.0,2.0,220.0,0.0,22.0,0.0,124.0,6.0,1.0,3216.0,0.0
NL,2019,42654.0,3040.0,6.4,,,,8.0,1411.0,1230.0,16.0,0.0,88.0,136.0,447.0,73.0,447.0,3.0,243.0,0.0,22.0,0.0,109.0,7.0,0.0,2839.0,0.0
NL,2020,40017.0,3041.0,6.2,,,,63.0,1234.0,972.0,56.0,0.0,121.0,178.0,540.0,47.0,379.0,2.0,197.0,0.0,22.0,0.0,118.0,1.0,1.0,2734.0,0.0
NL,2021,42621.0,3041.0,6.4,,,,108.0,1321.0,1060.0,51.0,0.0,126.0,197.0,503.0,59.0,442.0,2.0,178.0,0.0,25.0,0.0,143.0,3.0,0.0,2969.0,0.0
NL,2022,44469.0,3041.0,6.6,,,,96.0,1640.0,936.0,34.0,0.0,132.0,193.0,485.0,48.0,352.0,2.0,164.0,0.0,22.0,0.0,127.0,6.0,0.0,2938.0,0.0
NL,2023,39340.0,3041.0,6.4,,,,138.0,1308.0,899.0,30.0,0.0,103.0,171.0,492.0,40.0,331.0,1.0,162.0,0.0,18.0,0.0,129.0,2.0,1.0,2667.0,0.0
NL,2024,37805.0,,,,,,137.0,828.0,946.0,56.0,0.0,117.0,157.0,481.0,58.0,290.0,1.0,152.0,0.0,23.0,0.0,136.0,1.0,1.0,2796.0,0.0
PL,2008,248860.0,20196.0,33.8,133073.5,89603.5,43470.0,1192.0,15890.0,11608.0,227.0,3.0,567.0,7332.0,2899.0,1546.0,3420.0,122.0,380.0,60.0,1300.0,0.0,248.0,0.0,5.0,1772.0,144.0
PL,2009,200819.0,20360.0,28.8,108494.5,29346.5,79148.5,1115.0,15146.0,9228.0,235.0,2.0,354.0,6589.0,2286.0,1206.0,1909.0,75.0,193.0,42.0,1062.0,0.0,147.0,0.0,2.0,1074.0,174.0
PL,2010,216767.0,20228.0,29.5,109822.0,83125.0,26697.0,1566.0,15765.0,11656.0,244.0,1.0,428.0,7410.0,2781.0,1145.0,1866.0,34.0,187.0,28.0,1117.0,0.0,183.0,0.0,9.0,1425.0,510.0
PL,2011,248606.0,20228.0,29.9,137995.0,101577.5,36397.5,1756.0,16129.0,15165.0,160.0,0.0,378.0,7067.0,3059.0,1118.0,1963.0,46.0,250.0,31.0,1252.0,0.0,288.0,0.0,43.0,1882.0,505.0
PL,2012,230878.0,20094.0,27.6,128269.5,100531.5,27641.0,1681.0,14823.0,11766.0,268.0,4.0,428.0,7046.0,2876.0,953.0,2173.0,69.0,259.0,39.0,1060.0,0.0,343.0,1.0,112.0,2207.0,565.0
PL,2013,232596.0,19328.0,26.4,127954.0,102312.5,25596.5,1634.0,16487.0,12210.0,366.0,8.0,489.0,7465.0,2926.0,870.0,1772.0,137.0,298.0,164.0,998.0,0.0,264.0,1.0,140.0,1843.0,473.0
PL,2014,227820.0,19240.0,26.5,124987.0,100836.5,24088.5,1572.0,14376.0,12751.0,574.0,5.0,521.0,7671.0,2654.0,936.0,1920.0,64.0,274.0,163.0,795.0,0.0,266.0,0.0,175.0,2163.0,558.0
PL,2015,224320.0,19231.0,25.5,121287.5,101099.5,20157.0,1397.0,14502.0,12416.0,508.0,1.0,454.0,7488.0,2518.0,774.0,1882.0,48.0,225.0,30.0,829.0,0.0,309.0,0.0,71.0,2491.0,811.0
PL,2016,222523.0,19132.0,24.7,123985.0,102371.5,21441.0,1315.0,14149.0,11264.0,588.0,0.0,398.0,8564.0,2525.0,750.0,2213.0,41.0,192.0,35.0,849.0,0.0,358.0,0.0,195.0,3242.0,664.0
PL,2017,239501.0,19209.0,23.9,143767.0,117780.5,25570.0,1404.0,15006.0,14449.0,470.0,1.0,527.0,8743.0,2816.0,940.0,2446.0,57.0,266.0,28.0,923.0,0.0,423.0,0.0,228.0,4194.0,632.0
PL,2018,249260.0,19196.0,26.8,150025.5,123867.5,25707.0,1168.0,15762.0,16990.0,309.0,2.0,560.0,9388.0,2988.0,918.0,2599.0,51.0,386.0,84.0,867.0,0.0,467.0,0.0,125.0,4477.0,871.0
PL,2019,233744.0,19359.0,24.0,141734.0,117306.5,23956.0,885.0,14786.0,14278.0,415.0,1.0,398.0,9429.0,3096.0,754.0,2072.0,57.0,488.0,116.0,739.0,0.0,458.0,1.0,62.0,5793.0,13.0
PL,2020,218381.0,19383.0,22.6,132289.0,111066.0,20743.5,1069.0,12267.0,12580.0,383.0,3.0,525.0,9228.0,3299.0,775.0,1959.0,60.0,410.0,355.0,686.0,0.0,452.0,0.0,61.0,6233.0,16.0
PL,2021,237915.0,19287.0,22.3,143369.0,119870.5,22729.5,890.0,13099.0,13077.0,353.0,1.0,570.0,10159.0,3352.0,845.0,2118.0,82.0,386.0,2.0,811.0,0.0,459.0,0.0,42.0,7098.0,266.0
PL,2022,237587.0,19355.0,23.2,147110.5,123922.5,22714.0,1837.0,16224.0,13549.0,468.0,1.0,571.0,10752.0,3251.0,742.0,2519.0,46.0,357.0,2.0,769.0,0.0,464.0,0.0,48.0,7190.0,242.0
PL,2023,229935.0,19539.0,24.1,,123054.5,19204.0,2681.0,14838.0,14593.0,712.0,30.0,293.0,11768.0,2837.0,778.0,2630.0,40.0,271.0,4.0,634.0,0.0,421.0,0.0,60.0,7345.0,216.0
PL,2024,222725.0,,,,115190.5,21301.0,2206.0,10334.0,15649.0,704.0,17.0,264.0,11390.0,3230.0,1059.0,2156.0,56.0,294.0,1.0,770.0,0.0,435.0,0.0,36.0,7905.0,208.0
PT,2008,10426.0,2841.6,9.7,,,,257.0,0.0,443.0,29.0,0.0,106.0,597.0,54.0,396.0,102.0,0.0,13.0,0.0,12.0,0.0,43.0,0.0,0.0,497.0,0.0
PT,2009,8947.0,2841.6,9.4,,,,108.0,0.0,403.0,32.0,0.0,180.0,481.0,47.0,332.0,69.0,0.0,6.0,0.0,22.0,0.0,37.0,0.0,0.0,456.0,0.0
PT,2010,10094.0,2843.0,10.9,,,,92.0,0.0,432.0,59.0,0.0,271.0,304.0,26.0,395.0,107.0,0.0,9.0,6.0,26.0,0.0,43.0,0.0,0.0,543.0,0.0
PT,2011,9975.0,2793.9,10.9,,,,310.0,0.0,374.0,55.0,0.0,45.0,380.0,28.0,320.0,118.0,0.0,9.0,3.0,32.0,0.0,48.0,0.0,0.0,599.0,0.0
PT,2012,9701.0,2541.2,12.8,,,,321.0,0.0,276.0,39.0,0.0,67.0,597.0,40.0,275.0,130.0,0.0,4.0,0.0,28.0,0.0,50.0,0.0,0.0,594.0,0.0
PT,2013,9291.0,2544.4,12.7,,,,332.0,0.0,239.0,31.0,0.0,64.0,440.0,45.0,251.0,172.0,0.0,2.0,0.0,50.0,0.0,48.0,0.0,0.0,617.0,0.0
PT,2014,10276.0,2546.0,12.8,,,,315.0,0.0,198.0,29.0,0.0,73.0,399.0,46.0,259.0,187.0,0.0,2.0,0.0,75.0,0.0,848.0,0.0,0.0,4.0,0.0
PT,2015,11108.0,2546.0,14.1,,,,276.0,0.0,199.0,12.0,0.0,101.0,554.0,63.0,264.0,219.0,0.0,1.0,0.0,100.0,0.0,60.0,0.0,0.0,840.0,0.0
PT,2016,10259.0,2546.0,14.5,,,,298.0,0.0,206.0,6.0,0.0,93.0,519.0,55.0,197.0,261.0,0.0,0.0,0.0,86.0,0.0,67.0,0.0,0.0,986.0,0.0
PT,2017,10453.0,2545.96,14.1,,,,287.0,0.0,173.0,2.0,0.0,71.0,606.0,59.0,83.0,198.0,0.0,4.0,0.0,69.0,0.0,66.0,0.0,0.0,1132.0,0.0
PT,2018,10221.0,2545.96,14.2,,,,241.0,0.0,198.0,0.0,0.0,62.0,460.0,57.0,86.0,211.0,0.0,4.0,0.0,66.0,0.0,2.0,0.0,0.0,1377.0,0.0
PT,2019,9365.0,2526.15,13.0,,,,235.0,0.0,188.0,0.0,0.0,65.0,229.0,61.0,82.0,225.0,0.0,1.0,0.0,68.0,0.0,8.0,0.0,0.0,1316.0,0.0
PT,2020,8426.0,2526.15,14.2,,,,271.0,0.0,181.0,0.0,0.0,64.0,20.0,58.0,90.0,170.0,0.0,2.0,0.0,71.0,0.0,10.0,0.0,0.0,1364.0,0.0
PT,2021,9057.0,2527.053,10.7,,,,222.0,0.0,148.0,0.0,0.0,52.0,16.0,48.0,74.0,139.0,0.0,2.0,0.0,58.0,0.0,8.0,0.0,0.0,1114.0,0.0
PT,2022,8366.0,2527.053,12.3,,,,223.0,0.0,224.0,0.0,0.0,51.0,29.0,62.0,123.0,211.0,0.0,9.0,0.0,73.0,0.0,8.0,0.0,0.0,1179.0,0.0
PT,2023,8555.0,2527.053,14.1,,,,324.0,0.0,274.0,0.0,0.0,45.0,33.0,55.0,121.0,215.0,0.0,10.0,0.0,68.0,0.0,8.0,0.0,0.0,1110.0,0.0
PT,2024,7858.0,,,,,,309.0,0.0,212.0,0.0,0.0,43.0,33.0,53.0,121.0,189.0,0.0,21.0,0.0,63.0,0.0,3.0,0.0,0.0,1167.0,0.0
RO,2008,66711.0,10785.0,24.5,38682.0,0.0,38682.0,179.0,2810.0,978.0,401.0,8.0,368.0,4055.0,1851.0,500.0,1279.0,14.0,68.0,0.0,837.0,0.0,75.0,4.0,2.0,666.0,55.0
RO,2009,50595.0,10784.0,23.1,28371.0,0.0,28371.0,71.0,2478.0,401.0,250.0,1.0,167.0,3700.0,1090.0,160.0,396.0,5.0,54.0,0.0,369.0,0.0,66.0,5.0,1.0,618.0,1.0
RO,2010,52932.0,10785.0,29.2,30514.0,0.0,30514.0,255.0,2390.0,483.0,170.0,2.0,271.0,4480.0,1476.0,209.0,618.0,3.0,69.0,0.0,409.0,0.0,76.0,11.0,0.0,662.0,3.0
RO,2011,60723.0,10777.0,35.4,35585.5,0.0,35585.5,415.0,2629.0,556.0,171.0,0.0,340.0,5471.0,1613.0,402.0,826.0,22.0,101.0,0.0,422.0,0.0,107.0,12.0,0.0,836.0,0.0
RO,2012,55755.0,10777.0,31.4,31547.5,0.0,31547.5,488.0,2721.0,278.0,158.0,1.0,439.0,4758.0,1166.0,469.0,792.0,2.0,112.0,0.0,297.0,0.0,112.0,10.0,1.0,710.0,147.0
RO,2013,50348.0,10768.0,30.7,29952.0,0.0,29952.0,984.0,1991.0,538.0,154.0,3.0,580.0,4371.0,1058.0,441.0,917.0,7.0,186.0,0.0,284.0,0.0,129.0,5.0,0.0,852.0,67.0
RO,2014,50739.0,10777.0,30.2,30679.0,0.0,30679.0,1104.0,1544.0,391.0,146.0,0.0,564.0,4267.0,1040.0,552.0,1013.0,35.0,124.0,0.0,238.0,0.0,114.0,5.0,0.0,867.0,80.0
RO,2015,55306.0,10770.0,31.6,30730.5,0.0,30730.5,1188.0,1491.0,318.0,171.0,5.0,580.0,4237.0,956.0,763.0,841.0,27.0,52.0,1.0,166.0,0.0,93.0,4.0,77.0,641.0,153.0
RO,2016,52618.0,10774.0,30.3,30080.0,0.0,30080.0,1289.0,1358.0,261.0,128.0,14.0,578.0,4586.0,1032.0,736.0,841.0,98.0,212.0,0.0,269.0,0.0,70.0,3.0,23.0,406.0,382.0
RO,2017,56083.0,10774.0,30.2,34929.0,0.0,34929.0,1839.0,1613.0,326.0,96.0,0.0,806.0,4465.0,1143.0,581.0,930.0,110.0,248.0,0.0,312.0,0.0,136.0,3.0,0.0,649.0,526.0
RO,2018,55429.0,10765.0,28.9,34011.0,0.0,34011.0,1797.0,1484.0,398.0,156.0,36.0,605.0,3577.0,1381.0,587.0,1074.0,7.0,270.0,0.0,283.0,0.0,148.0,4.0,3.0,619.0,589.0
RO,2019,58808.0,10759.0,26.9,35890.0,0.0,35890.0,2321.0,1007.0,396.0,169.0,0.0,776.0,4014.0,1153.0,803.0,794.0,16.0,168.0,0.0,343.0,0.0,125.0,2.0,57.0,852.0,293.0
RO,2020,49670.0,10769.0,25.8,30709.5,0.0,30709.5,2185.0,813.0,364.0,123.0,2.0,1033.0,3547.0,1044.0,897.0,781.0,4.0,101.0,0.0,252.0,0.0,122.0,1.0,66.0,625.0,276.0
RO,2021,57424.0,10764.0,25.3,35186.0,0.0,35186.0,2760.0,943.0,397.0,151.0,0.0,1082.0,3937.0,1033.0,1034.0,868.0,10.0,88.0,0.0,218.0,0.0,97.0,1.0,91.0,689.0,164.0
RO,2022,55188.0,10615.0,25.4,33484.0,0.0,33484.0,2585.0,1178.0,343.0,65.0,0.0,822.0,3978.0,572.0,865.0,944.0,11.0,122.0,0.0,291.0,0.0,105.0,1.0,79.0,726.0,399.0
RO,2023,48867.0,10611.0,24.0,29976.0,0.0,29976.0,3087.0,1330.0,325.0,80.0,0.0,455.0,3789.0,321.0,785.0,823.0,14.0,121.0,0.0,354.0,0.0,171.0,7.0,37.0,715.0,241.0
RO,2024,43025.0,,,26071.5,0.0,26071.5,1722.0,1036.0,261.0,66.0,7.0,505.0,3681.0,582.0,824.0,811.0,21.0,122.0,0.0,326.0,0.0,188.0,0.0,7.0,689.0,219.0
SE,2008,65632.0,11032.0,31.9,44278.0,28254.5,16023.5,2028.0,75.0,4483.0,249.0,1.0,3667.0,405.0,415.0,238.0,4016.0,50.0,393.0,61.0,891.0,124.0,499.0,0.0,1.0,5327.0,0.0
SE,2009,56466.0,11149.0,33.3,38427.5,23049.5,15378.0,1981.0,34.0,3549.0,265.0,1.0,3614.0,330.0,414.0,267.0,2912.0,51.0,280.0,52.0,838.0,125.0,528.0,0.0,0.0,5147.0,0.0
SE,2010,68329.0,11160.0,35.6,45896.5,28374.5,17522.0,2104.0,86.0,4772.0,265.0,1.0,3474.0,371.0,435.0,202.0,4030.0,44.0,334.0,25.0,917.0,105.0,552.0,1.0,1.0,5744.0,1.0
SE,2011,67907.0,11206.0,34.8,45385.5,26419.0,18966.5,1985.0,77.0,4744.0,229.0,0.0,3447.0,374.0,813.0,176.0,3562.0,44.0,397.0,29.0,727.0,121.0,532.0,0.0,3.0,5601.0,3.0
SE,2012,65789.0,11136.0,35.8,43916.0,25901.0,18014.5,2177.0,86.0,4804.0,230.0,0.0,3577.0,355.0,1015.0,190.0,2851.0,48.0,544.0,100.0,596.0,119.0,518.0,0.0,1.0,4832.0,2.0
SE,2013,67047.0,10957.0,33.7,44008.5,23590.0,20418.0,2518.0,57.0,5069.0,244.0,0.0,2678.0,335.0,890.0,158.0,3127.0,34.0,389.0,21.0,583.0,122.0,485.0,0.0,8.0,4249.0,2.0
SE,2014,68035.0,10881.0,30.4,44665.5,23201.0,21464.5,2109.0,86.0,5642.0,259.0,0.0,2785.0,308.0,841.0,126.0,2603.0,36.0,364.0,24.0,632.0,128.0,409.0,0.0,20.0,4924.0,1.0
SE,2015,64999.0,10908.0,29.5,42849.0,21991.5,20857.5,2186.0,56.0,4441.0,249.0,0.0,2477.0,361.0,933.0,115.0,3118.0,37.0,483.0,27.0,635.0,127.0,417.0,0.0,32.0,5005.0,0.0
SE,2016,67479.0,10882.0,29.5,44442.5,23987.0,20455.5,2286.0,67.0,4866.0,465.0,0.0,2913.0,357.0,857.0,142.0,3247.0,30.0,490.0,21.0,737.0,139.0,372.0,0.0,32.0,4384.0,0.0
SE,2017,69350.0,10874.0,30.2,45594.0,25020.5,20573.5,2307.0,83.0,5111.0,445.0,0.0,2733.0,345.0,746.0,139.0,3317.0,31.0,867.0,11.0,732.0,141.0,400.0,0.0,26.0,4403.0,0.0
SE,2018,69123.0,10906.0,30.1,45958.5,22637.0,23322.0,2463.0,92.0,4620.0,515.0,0.0,3426.0,356.0,1143.0,105.0,3233.0,30.0,458.0,13.0,799.0,156.0,518.0,0.0,26.0,4842.0,0.0
SE,2019,68220.0,10899.0,30.1,45221.0,22190.5,23030.5,2677.0,71.0,4700.0,493.0,0.0,3142.0,345.0,830.0,65.0,2871.0,8.0,423.0,0.0,637.0,141.0,578.0,0.0,27.0,5202.0,13.0
SE,2020,69805.0,10909.0,29.7,45949.5,22919.0,23030.5,3152.0,60.0,5020.0,531.0,0.0,2704.0,400.0,686.0,110.0,2957.0,12.0,394.0,0.0,839.0,138.0,514.0,0.0,47.0,4513.0,18.0
SE,2021,72458.0,10912.0,28.9,47953.5,24336.5,23617.0,2971.0,72.0,4879.0,582.0,1.0,2702.0,410.0,1101.0,137.0,3401.0,44.0,487.0,2.0,772.0,148.0,448.0,0.0,57.0,5166.0,70.0
SE,2022,70942.0,10914.0,28.7,,,,2889.0,71.0,4774.0,615.0,1.0,2580.0,415.0,1107.0,129.0,3075.0,35.0,476.0,3.0,688.0,142.0,417.0,0.0,75.0,5419.0,250.0
SE,2023,68293.0,10906.0,29.7,45123.0,22628.5,22494.5,3125.0,51.0,4532.0,551.0,0.0,2259.0,400.0,913.0,85.0,3278.0,26.0,482.0,1.0,597.0,128.0,375.0,0.0,45.0,5061.0,45.0
SE,2024,65906.0,,,43847.5,21332.5,22515.5,3404.0,55.0,4354.0,602.0,0.0,2274.0,403.0,755.0,114.0,3059.0,21.0,418.0,0.0,570.0,120.0,415.0,0.0,46.0,5123.0,56.0
SI,2008,17271.0,1228.07,29.7,10395.5,5253.5,5123.5,204.0,249.0,735.0,56.0,0.0,318.0,380.0,64.0,89.0,393.0,17.0,89.0,0.0,230.0,0.0,47.0,0.0,7.0,640.0,1.0
SI,2009,13774.0,1228.07,28.0,7882.5,4604.0,3264.5,246.0,157.0,486.0,26.0,0.0,163.0,365.0,54.0,58.0,261.0,9.0,46.0,0.0,111.0,0.0,56.0,0.0,7.0,622.0,0.0
SI,2010,16234.0,1228.07,31.8,9441.5,5537.0,3887.5,316.0,222.0,639.0,36.0,0.0,179.0,360.0,73.0,45.0,268.0,8.0,55.0,0.0,202.0,0.0,55.0,0.0,5.0,819.0,0.0
SI,2011,17024.0,1209.13,34.0,9926.0,5957.0,3953.5,296.0,297.0,699.0,52.0,0.0,201.0,329.0,72.0,35.0,320.0,8.0,29.0,0.0,266.0,0.0,60.0,0.0,4.0,913.0,2.0
SI,2012,15828.0,1209.0,32.8,9012.5,5701.0,3299.0,222.0,271.0,597.0,47.0,0.0,160.0,367.0,67.0,34.0,270.0,7.0,29.0,0.0,210.0,0.0,43.0,0.0,5.0,869.0,28.0
SI,2013,17156.0,1209.0,34.8,9794.0,6625.0,3157.5,253.0,252.0,705.0,54.0,0.0,153.0,387.0,53.0,26.0,356.0,7.0,38.0,0.0,169.0,0.0,36.0,0.0,3.0,917.0,125.0
SI,2014,17989.0,1209.0,36.0,10376.5,7406.5,2958.0,363.0,256.0,758.0,61.0,0.0,128.0,389.0,58.0,30.0,366.0,7.0,61.0,0.0,136.0,0.0,32.0,0.0,3.0,1040.0,159.0
SI,2015,17832.0,1209.0,35.0,10161.5,7276.5,2872.5,360.0,293.0,715.0,39.0,0.0,121.0,373.0,71.0,37.0,335.0,8.0,75.0,0.0,103.0,0.0,26.0,0.0,2.0,1163.0,132.0
SI,2016,18595.0,1209.0,33.8,10445.0,7602.5,2829.0,311.0,325.0,648.0,50.0,0.0,165.0,324.0,59.0,35.0,372.0,7.0,101.0,0.0,132.0,0.0,27.0,0.0,3.0,1223.0,181.0
SI,2017,21275.0,1209.0,36.3,11522.0,8700.0,2808.5,296.0,385.0,704.0,58.0,0.0,152.0,374.0,61.0,31.0,392.0,5.0,95.0,0.0,175.0,0.0,31.0,0.0,4.0,1365.0,319.0
SI,2018,21316.0,1209.0,35.5,11372.5,8581.5,2777.0,186.0,420.0,643.0,72.0,0.0,142.0,358.0,47.0,40.0,405.0,5.0,84.0,0.0,148.0,0.0,26.0,0.0,13.0,1515.0,286.0
SI,2019,21902.0,1209.0,36.3,11432.0,8819.0,2601.5,250.0,374.0,729.0,72.0,137.0,138.0,299.0,0.0,37.0,339.0,5.0,86.0,0.0,125.0,0.0,26.0,0.0,19.0,1517.0,260.0
SI,2020,19398.0,1209.0,35.1,10245.0,7871.0,2374.0,268.0,305.0,663.0,71.0,0.0,160.0,349.0,34.0,31.0,217.0,3.0,104.0,0.0,113.0,0.0,26.0,0.0,20.0,1343.0,282.0
SI,2021,20339.0,1209.0,33.5,10377.5,7981.5,2396.0,194.0,306.0,865.0,65.0,0.0,78.0,356.0,35.0,33.0,218.0,4.0,117.0,0.0,148.0,0.0,28.0,0.0,23.0,1332.0,260.0
SI,2022,20459.0,1208.0,32.7,10658.0,8300.0,2358.0,262.0,329.0,730.0,101.0,0.0,124.0,401.0,24.0,33.0,231.0,3.0,114.0,0.0,121.0,0.0,36.0,0.0,29.0,1271.0,272.0
SI,2023,19160.0,1208.0,30.2,9872.5,7796.5,2076.0,241.0,327.0,646.0,88.0,0.0,134.0,399.0,30.0,27.0,196.0,2.0,114.0,0.0,126.0,0.0,40.0,0.0,19.0,1088.0,320.0
SI,2024,18441.0,,,9455.5,7576.5,1879.5,315.0,189.0,590.0,120.0,0.0,143.0,507.0,48.0,24.0,155.0,1.0,111.0,0.0,123.0,0.0,37.0,0.0,11.0,944.0,396.0
SK,2008,47910.0,3623.0,40.3,27880.0,17708.0,9010.5,312.0,1084.0,3826.0,89.0,0.0,191.0,746.0,554.0,222.0,1278.0,24.0,64.0,5.0,341.0,0.0,16.0,0.0,1.0,159.0,227.0
SK,2009,37603.0,3623.0,35.8,21801.0,15751.5,5325.5,418.0,1044.0,2781.0,61.0,0.0,89.0,804.0,370.0,96.0,706.0,11.0,42.0,6.0,226.0,0.0,14.0,0.0,1.0,130.0,134.0
SK,2010,44327.0,3622.0,38.5,25625.5,18083.5,6086.0,459.0,902.0,3304.0,48.0,0.0,91.0,873.0,405.0,75.0,1025.0,10.0,47.0,9.0,292.0,0.0,30.0,0.0,2.0,193.0,289.0
SK,2011,43711.0,3624.0,38.2,24937.5,16287.0,6100.0,455.0,969.0,3405.0,44.0,0.0,96.0,562.0,405.0,64.0,893.0,13.0,61.0,2.0,252.0,0.0,58.0,0.0,1.0,163.0,471.0
SK,2012,42599.0,3631.0,36.5,23919.5,16063.0,5006.0,381.0,941.0,3240.0,40.0,0.0,73.0,513.0,297.0,51.0,850.0,10.0,73.0,2.0,322.0,0.0,36.0,0.0,0.0,137.0,503.0
SK,2013,48401.0,3631.0,39.0,27337.5,16051.5,5508.0,475.0,806.0,3420.0,35.0,0.0,65.0,507.0,347.0,66.0,750.0,6.0,76.0,2.0,320.0,0.0,19.0,0.0,1.0,123.0,1316.0
SK,2014,50997.0,3627.0,38.9,27612.0,16460.5,4992.0,602.0,787.0,3427.0,27.0,0.0,64.0,468.0,387.0,77.0,811.0,3.0,60.0,2.0,265.0,0.0,17.0,0.0,6.0,199.0,1343.0
SK,2015,47358.0,3626.0,36.6,26893.5,17584.5,4780.0,553.0,535.0,3522.0,28.0,0.0,60.0,588.0,376.0,96.0,857.0,3.0,65.0,1.0,287.0,0.0,15.0,0.0,0.0,102.0,1218.0
SK,2016,47548.0,3626.0,34.6,27959.0,20741.5,3734.5,518.0,687.0,3422.0,27.0,0.0,86.0,624.0,305.0,57.0,884.0,3.0,75.0,0.0,325.0,1.0,30.0,0.0,0.0,212.0,1112.0
SK,2017,47760.0,3626.0,33.0,28118.5,19372.0,4532.5,516.0,640.0,3378.0,22.0,0.0,60.0,654.0,305.0,66.0,906.0,2.0,70.0,2.0,359.0,0.0,27.0,0.0,0.0,179.0,1293.0
SK,2018,49642.0,3627.0,32.6,29007.5,21068.0,4169.0,513.0,741.0,3128.0,8.0,0.0,81.0,476.0,256.0,73.0,742.0,1.0,50.0,2.0,327.0,0.0,28.0,0.0,9.0,169.0,1768.0
SK,2019,46413.0,3629.0,31.1,27273.5,22067.5,4332.5,545.0,847.0,2883.0,11.0,0.0,59.0,508.0,314.0,64.0,622.0,1.0,93.0,2.0,315.0,0.0,25.0,1.0,0.0,176.0,1667.0
SK,2020,41572.0,3627.0,28.6,24240.0,19534.0,3721.5,482.0,636.0,2655.0,9.0,0.0,58.0,425.0,308.0,55.0,519.0,1.0,92.0,0.0,256.0,0.0,21.0,1.0,0.0,166.0,1223.0
SK,2021,49944.0,3626.0,32.1,29067.0,19649.5,3995.5,463.0,700.0,3330.0,11.0,0.0,68.0,473.0,311.0,65.0,686.0,1.0,77.0,0.0,255.0,0.0,21.0,0.0,0.0,129.0,1600.0
SK,2022,46712.0,3626.0,30.4,27275.0,18022.5,3752.5,560.0,598.0,3031.0,10.0,0.0,85.0,542.0,226.0,97.0,519.0,0.0,71.0,0.0,223.0,0.0,20.0,0.0,1.0,178.0,1677.0
