STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,tra_mode,Mode of transport,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",CY,Cyprus,2008,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",CY,Cyprus,2009,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",CY,Cyprus,2010,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",CY,Cyprus,2011,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",CY,Cyprus,2012,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",CY,Cyprus,2013,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",CY,Cyprus,2014,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",CY,Cyprus,2015,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",CY,Cyprus,2016,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",CY,Cyprus,2017,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",CY,Cyprus,2018,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",CY,Cyprus,2019,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",CY,Cyprus,2020,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",CY,Cyprus,2021,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",CY,Cyprus,2022,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",CY,Cyprus,2023,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",CZ,Czechia,2008,,32.2,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",CZ,Czechia,2009,,30.5,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",CZ,Czechia,2010,,30.2,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",CZ,Czechia,2011,,30.2,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",CZ,Czechia,2012,,30.6,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",CZ,Czechia,2013,,28.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",CZ,Czechia,2014,,28.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",CZ,Czechia,2015,,26.4,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",CZ,Czechia,2016,,26.6,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",CZ,Czechia,2017,,27.0,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",CZ,Czechia,2018,,27.6,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",CZ,Czechia,2019,,26.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",CZ,Czechia,2020,,22.8,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",CZ,Czechia,2021,,22.9,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",CZ,Czechia,2022,,22.2,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",CZ,Czechia,2023,,21.7,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",DE,Germany,2008,,30.0,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",DE,Germany,2009,,28.2,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",DE,Germany,2010,,29.5,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",DE,Germany,2011,,28.7,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",DE,Germany,2012,,29.2,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",DE,Germany,2013,,29.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",DE,Germany,2014,,28.7,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",DE,Germany,2015,,28.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",DE,Germany,2016,,29.8,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",DE,Germany,2017,,28.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",DE,Germany,2018,,27.6,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",DE,Germany,2019,,27.7,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",DE,Germany,2020,,25.0,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",DE,Germany,2021,,26.4,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",DE,Germany,2022,,26.6,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",DE,Germany,2023,,27.2,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",DK,Denmark,2008,,9.0,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",DK,Denmark,2009,,9.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",DK,Denmark,2010,,11.5,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",DK,Denmark,2011,,12.4,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",DK,Denmark,2012,,10.9,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",DK,Denmark,2013,,11.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",DK,Denmark,2014,,11.2,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",DK,Denmark,2015,,12.0,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",DK,Denmark,2016,,11.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",DK,Denmark,2017,,11.5,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",DK,Denmark,2018,,11.8,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",DK,Denmark,2019,,11.5,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",DK,Denmark,2020,,10.8,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",DK,Denmark,2021,,8.7,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",DK,Denmark,2022,,9.6,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",DK,Denmark,2023,,8.2,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",EE,Estonia,2008,,68.2,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",EE,Estonia,2009,,74.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",EE,Estonia,2010,,75.4,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",EE,Estonia,2011,,71.6,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",EE,Estonia,2012,,66.9,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",EE,Estonia,2013,,64.0,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",EE,Estonia,2014,,55.2,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",EE,Estonia,2015,,52.4,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",EE,Estonia,2016,,42.9,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",EE,Estonia,2017,,44.4,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",EE,Estonia,2018,,46.2,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",EE,Estonia,2019,,42.0,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",EE,Estonia,2020,,38.6,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",EE,Estonia,2021,,40.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",EE,Estonia,2022,,27.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",EE,Estonia,2023,,20.4,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",EL,Greece,2008,,2.9,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",EL,Greece,2009,,2.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",EL,Greece,2010,,2.2,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",EL,Greece,2011,,1.8,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",EL,Greece,2012,,1.5,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",EL,Greece,2013,,1.5,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",EL,Greece,2014,,1.7,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",EL,Greece,2015,,1.6,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",EL,Greece,2016,,1.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",EL,Greece,2017,,1.8,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",EL,Greece,2018,,2.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",EL,Greece,2019,,2.4,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",EL,Greece,2020,,3.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",EL,Greece,2021,,2.9,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",EL,Greece,2022,,2.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",EL,Greece,2023,,1.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",ES,Spain,2008,,4.8,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",ES,Spain,2009,,4.0,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",ES,Spain,2010,,4.6,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",ES,Spain,2011,,5.0,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",ES,Spain,2012,,5.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",ES,Spain,2013,,5.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",ES,Spain,2014,,5.9,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",ES,Spain,2015,,5.8,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",ES,Spain,2016,,5.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",ES,Spain,2017,,5.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",ES,Spain,2018,,5.0,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",ES,Spain,2019,,4.8,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",ES,Spain,2020,,4.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",ES,Spain,2021,,4.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",ES,Spain,2022,,4.4,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",ES,Spain,2023,,4.2,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",FI,Finland,2008,,27.4,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",FI,Finland,2009,,26.0,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",FI,Finland,2010,,27.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",FI,Finland,2011,,27.8,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",FI,Finland,2012,,29.0,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",FI,Finland,2013,,30.5,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",FI,Finland,2014,,31.2,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",FI,Finland,2015,,27.4,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",FI,Finland,2016,,27.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",FI,Finland,2017,,27.7,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",FI,Finland,2018,,29.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",FI,Finland,2019,,27.2,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",FI,Finland,2020,,26.2,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",FI,Finland,2021,,27.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",FI,Finland,2022,,23.0,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",FI,Finland,2023,,22.6,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,RAIL_IWW_AVD,"Railways, inland waterways - sum of available data",FR,France,2008,,14.1,,,,,
