STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,consign,Type of consignment,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,PL,Poland,2013,,207364,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,PL,Poland,2014,,202535,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,PL,Poland,2015,,195822,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,PL,Poland,2016,,200628,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,PL,Poland,2017,,233980,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,PL,Poland,2018,,242040,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,PL,Poland,2019,,229628,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,PL,Poland,2020,,214213,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,PL,Poland,2021,,233130,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,PL,Poland,2022,,235190,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,PL,Poland,2023,,,,,,C,confidential
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,PL,Poland,2024,,,,,,C,confidential
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,RO,Romania,2008,,63212,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,RO,Romania,2009,,46910,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,RO,Romania,2010,,49441,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,RO,Romania,2011,,57247,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,RO,Romania,2012,,50433,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,RO,Romania,2013,,47337,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,RO,Romania,2014,,49273,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,RO,Romania,2015,,49700,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,RO,Romania,2016,,47875,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,RO,Romania,2017,,56076,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,RO,Romania,2018,,55002,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,RO,Romania,2019,,58495,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,RO,Romania,2020,,49184,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,RO,Romania,2021,,56808,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,RO,Romania,2022,,53883,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,RO,Romania,2023,,47298,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,RO,Romania,2024,,41076,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SE,Sweden,2008,,65632,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SE,Sweden,2009,,56466,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SE,Sweden,2010,,68329,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SE,Sweden,2011,,67907,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SE,Sweden,2012,,65789,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SE,Sweden,2013,,67047,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SE,Sweden,2014,,68035,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SE,Sweden,2015,,64999,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SE,Sweden,2016,,67479,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SE,Sweden,2017,,69350,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SE,Sweden,2018,,69123,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SE,Sweden,2019,,68220,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SE,Sweden,2020,,69805,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SE,Sweden,2021,,72458,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SE,Sweden,2022,,,,,,C,confidential
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SE,Sweden,2023,,68293,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SE,Sweden,2024,,65906,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SI,Slovenia,2008,,17271,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SI,Slovenia,2009,,13097,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SI,Slovenia,2010,,15600,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SI,Slovenia,2011,,16268,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SI,Slovenia,2012,,14798,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SI,Slovenia,2013,,16054,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SI,Slovenia,2014,,16906,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SI,Slovenia,2015,,16469,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SI,Slovenia,2016,,16927,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SI,Slovenia,2017,,18597,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SI,Slovenia,2018,,18355,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SI,Slovenia,2019,,18450,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SI,Slovenia,2020,,16501,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SI,Slovenia,2021,,16693,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SI,Slovenia,2022,,17232,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SI,Slovenia,2023,,15951,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SI,Slovenia,2024,,15200,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SK,Slovakia,2008,,46621,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SK,Slovakia,2009,,36671,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SK,Slovakia,2010,,43197,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SK,Slovakia,2011,,41963,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SK,Slovakia,2012,,40371,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SK,Slovakia,2013,,46340,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SK,Slovakia,2014,,46680,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SK,Slovakia,2015,,45478,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SK,Slovakia,2016,,47548,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SK,Slovakia,2017,,47760,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SK,Slovakia,2018,,49642,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SK,Slovakia,2019,,46413,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SK,Slovakia,2020,,41572,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SK,Slovakia,2021,,49944,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SK,Slovakia,2022,,46712,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SK,Slovakia,2023,,44304,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,SK,Slovakia,2024,,44282,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,TR,Türkiye,2008,,22870,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,TR,Türkiye,2009,,42540,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,TR,Türkiye,2010,,47632,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,TR,Türkiye,2011,,24753,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,TR,Türkiye,2012,,24887,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,TR,Türkiye,2013,,25053,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,TR,Türkiye,2014,,26764,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,TR,Türkiye,2015,,24286,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,TR,Türkiye,2016,,24546,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,TR,Türkiye,2023,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TOTAL,Total,THS_T,Thousand tonnes,TR,Türkiye,2024,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),BE,Belgium,2013,,,,,,C,confidential
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),BE,Belgium,2014,,,,,,C,confidential
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),BE,Belgium,2015,,,,,,C,confidential
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),BE,Belgium,2016,,,,,,C,confidential
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),BE,Belgium,2017,,,,,,C,confidential
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),BE,Belgium,2018,,,,,,C,confidential
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),BE,Belgium,2019,,,,,,C,confidential
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),BE,Belgium,2020,,,,,,C,confidential
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),BE,Belgium,2021,,,,,,C,confidential
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),BE,Belgium,2022,,,,,,C,confidential
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),BE,Belgium,2023,,,,,,C,confidential
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),BE,Belgium,2024,,,,,,C,confidential
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),CH,Switzerland,2008,,7508,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),CH,Switzerland,2009,,6474,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),CH,Switzerland,2010,,7613,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),CH,Switzerland,2011,,7987,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),CH,Switzerland,2012,,7212,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),CH,Switzerland,2013,,7721,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),CH,Switzerland,2014,,8667,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),CH,Switzerland,2015,,8759,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),CH,Switzerland,2016,,8746,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),CH,Switzerland,2017,,7876,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),CH,Switzerland,2018,,8343,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),CH,Switzerland,2019,,8269,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),CH,Switzerland,2020,,7940,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),CH,Switzerland,2021,,8733,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),CH,Switzerland,2022,,8523,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),CH,Switzerland,2023,,8141,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),CH,Switzerland,2024,,7808,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),DE,Germany,2008,,84002,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),DE,Germany,2010,,79673,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),DE,Germany,2011,,83809,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),DE,Germany,2012,,86134,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),DE,Germany,2013,,84402,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),DE,Germany,2014,,85424,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),DE,Germany,2016,,83014,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),DE,Germany,2017,,84094,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),DE,Germany,2018,,95281,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),DE,Germany,2019,,95628,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),FI,Finland,2008,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),FI,Finland,2009,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),FI,Finland,2010,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),FI,Finland,2011,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),FI,Finland,2012,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),FI,Finland,2013,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),FI,Finland,2014,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),FI,Finland,2015,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),FI,Finland,2016,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),FI,Finland,2017,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),FI,Finland,2018,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),FI,Finland,2019,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),FI,Finland,2020,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,MIO_TKM,Million tonne-kilometre (TKM),FI,Finland,2022,,0,,,,,
