STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,consign,Type of consignment,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),ME,Montenegro,2018,,3,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),ME,Montenegro,2019,,4,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),ME,Montenegro,2020,,4,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),ME,Montenegro,2022,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2009,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2011,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2012,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2013,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2014,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2015,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2016,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2017,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2018,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2019,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2020,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2021,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2022,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2023,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2024,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2008,,15258,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2009,,31437,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2010,,11169,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2011,,11884,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2012,,8073,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2013,,7643,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2014,,6794,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2015,,5965,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2016,,6678,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2017,,7350,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2018,,7756,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2019,,7182,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2020,,6211,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2021,,6780,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2022,,7045,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2023,,6514,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2024,,7433,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2008,,14152,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2009,,9832,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2010,,11587,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2011,,13924,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2012,,12662,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2013,,12567,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2014,,12085,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2015,,11761,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2016,,12285,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2017,,13782,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2018,,13020,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2019,,13285,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2020,,12235,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2021,,13564,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2022,,13085,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2023,,12654,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2024,,11067,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2008,,11281,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2009,,10896,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2010,,12168,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2011,,12619,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2012,,12125,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2013,,11872,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2014,,12581,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2015,,12645,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2016,,12492,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2017,,12322,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2018,,14023,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2019,,13703,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2020,,13574,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2021,,14400,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2022,,,,,,C,confidential
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2023,,13389,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2024,,13532,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SI,Slovenia,2008,,1642,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SI,Slovenia,2009,,1045,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SI,Slovenia,2010,,1281,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SI,Slovenia,2011,,1392,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SI,Slovenia,2012,,1156,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SI,Slovenia,2013,,1099,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SI,Slovenia,2014,,986,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SI,Slovenia,2015,,948,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SI,Slovenia,2016,,943,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SI,Slovenia,2017,,955,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SI,Slovenia,2018,,945,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SI,Slovenia,2019,,870,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SI,Slovenia,2020,,789,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SI,Slovenia,2021,,789,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SI,Slovenia,2022,,811,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SI,Slovenia,2023,,719,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SI,Slovenia,2024,,623,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SK,Slovakia,2008,,3012,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SK,Slovakia,2009,,1800,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SK,Slovakia,2010,,2098,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SK,Slovakia,2011,,2028,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SK,Slovakia,2012,,1659,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SK,Slovakia,2013,,1757,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SK,Slovakia,2014,,1725,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SK,Slovakia,2015,,1424,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SK,Slovakia,2016,,1222,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SK,Slovakia,2017,,1443,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SK,Slovakia,2018,,1511,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SK,Slovakia,2019,,1539,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SK,Slovakia,2020,,1469,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SK,Slovakia,2021,,1580,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SK,Slovakia,2022,,1439,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SK,Slovakia,2023,,1084,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),SK,Slovakia,2024,,608,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),TR,Türkiye,2008,,1583,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),TR,Türkiye,2009,,1423,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),TR,Türkiye,2010,,1243,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),TR,Türkiye,2011,,1356,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),TR,Türkiye,2012,,1347,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),TR,Türkiye,2013,,1290,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),TR,Türkiye,2014,,1392,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),TR,Türkiye,2015,,1194,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),TR,Türkiye,2016,,1371,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),TR,Türkiye,2022,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),TR,Türkiye,2023,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,MIO_TKM,Million tonne-kilometre (TKM),TR,Türkiye,2024,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,THS_T,Thousand tonnes,BE,Belgium,2013,,,,,,C,confidential
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,THS_T,Thousand tonnes,BE,Belgium,2014,,,,,,C,confidential
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,THS_T,Thousand tonnes,BE,Belgium,2015,,,,,,C,confidential
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,THS_T,Thousand tonnes,BE,Belgium,2016,,,,,,C,confidential
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,THS_T,Thousand tonnes,BE,Belgium,2017,,,,,,C,confidential
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,THS_T,Thousand tonnes,BE,Belgium,2018,,,,,,C,confidential
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,THS_T,Thousand tonnes,BE,Belgium,2019,,,,,,C,confidential
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,THS_T,Thousand tonnes,BE,Belgium,2020,,,,,,C,confidential
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,THS_T,Thousand tonnes,BE,Belgium,2021,,,,,,C,confidential
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,THS_T,Thousand tonnes,BE,Belgium,2022,,,,,,C,confidential
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,THS_T,Thousand tonnes,BE,Belgium,2023,,,,,,C,confidential
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,THS_T,Thousand tonnes,BE,Belgium,2024,,,,,,C,confidential
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,THS_T,Thousand tonnes,CH,Switzerland,2008,,25631,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,THS_T,Thousand tonnes,CH,Switzerland,2009,,20875,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,WAG_FUL,Full wagon load,THS_T,Thousand tonnes,CH,Switzerland,2010,,21293,,,,,
